-3.792702 1.698092
-3.769205 1.774966
-3.769331 1.794122
-3.758492 1.855332
-3.743607 1.919766
-3.749653 1.896674
-3.744223 1.904995
-3.778405 1.775743
-3.792811 1.721321
-3.799011 1.687551
-3.804755 1.662320
-3.808817 1.678940
-3.797672 1.710355
-3.810068 1.689425
-3.812229 1.689414
-3.829470 1.621151
-3.831740 1.601806
-3.839148 1.582715
-3.853647 1.544208
-3.853408 1.546116
-3.837528 1.607857
-3.834905 1.608425
-3.842421 1.573246
-3.814360 1.663076
-3.789455 1.714591
-3.782674 1.749288
-3.777740 1.781994
-3.778677 1.793701
-3.789868 1.763776
-3.794649 1.734857
-3.778469 1.793184
-3.793107 1.754639
-3.791770 1.754336
-3.811299 1.692682
-3.799782 1.712164
-3.800257 1.704041
-3.803180 1.691361
-3.803416 1.672671
-3.799523 1.692912
-3.775208 1.771479
-3.775441 1.775620
-3.782976 1.729200
-3.783093 1.740734
-3.784811 1.730292
-3.787892 1.715603
-3.792148 1.703813
-3.798690 1.686617
-3.797433 1.678742
-3.782716 1.730021
-3.772161 1.763070
-3.770696 1.769380
-3.754314 1.829043
-3.764290 1.795393
-3.758910 1.830517
-3.765050 1.798653
-3.786150 1.718090
-3.787990 1.711517
-3.780708 1.730216
-3.768774 1.761169
-3.777884 1.726476
-3.800918 1.649922
-3.805271 1.623186
-3.825512 1.550221
-3.843651 1.492419
-3.830676 1.539643
-3.819022 1.568910
-3.834584 1.540430
-3.833941 1.560086
-3.838687 1.537963
-3.846192 1.518308
-3.842681 1.517705
-3.836053 1.533175
-3.833663 1.535739
-3.836117 1.535089
-3.814218 1.624743
-3.807151 1.640976
-3.752998 1.810636
-3.753293 1.818652
-3.764191 1.802979
-3.742634 1.878839
-3.732337 1.905289
-3.735673 1.889931
-3.747769 1.842952
-3.748194 1.825763
-3.764274 1.761484
-3.761949 1.769417
-3.748123 1.823562
-3.740204 1.838242
-3.720927 1.890566
-3.695509 1.943239
-3.672392 2.018864
-3.686422 1.966709
-3.715341 1.881208
-3.699044 1.945223
-3.703116 1.922040
-3.731741 1.817181
-3.726800 1.846480
