10.772173
500
0.518495
5.129606 0.948435 -3.644424
-2.813772 -1.008624 7.321749
4.168728 0.113389 -2.944937
-1.278072 -5.414231 5.400498
1.196889 -0.038142 7.601650
4.525568 2.298833 5.992781
-5.857124 -2.988992 1.838623
7.525108 -0.848755 11.895408
1.303288 2.404097 0.665439
8.588757 2.075198 -5.015693
-1.180328 -1.594522 0.908130
-0.137094 3.416334 5.520367
-1.360137 1.849622 2.449037
-3.694152 4.892119 2.318317
-2.620769 2.951948 8.971538
0.698120 5.706490 9.043567
6.309455 1.977770 -3.393728
-1.614681 1.885431 4.253021
-1.729861 4.114183 5.187649
4.252391 4.935486 1.916297
1.511448 2.662371 4.195724
-2.202365 3.672809 11.955508
5.075647 0.196657 12.141374
-0.746694 0.410712 13.283547
7.916266 -0.423874 -0.022730
-9.539945 3.708429 0.092995
-5.299133 7.285341 -4.935098
-0.777936 9.122139 3.056777
-0.113480 4.074181 4.820371
-0.452566 2.887185 12.048062
2.837604 2.991228 9.186705
-0.159532 4.489070 7.438724
3.585173 7.585078 0.817838
-4.030818 -2.564945 -2.186315
1.276768 1.999424 -2.259182
1.729142 2.971363 5.395771
3.332876 0.210164 7.176114
9.961342 7.415326 3.104718
3.157854 2.282541 4.542583
-0.069707 9.150181 14.883771
-0.541999 1.602407 3.530731
-2.158660 10.361610 2.449103
3.808856 6.005297 5.519082
0.093695 9.915560 2.997158
-0.899524 -2.109851 5.908578
-3.563930 12.375055 10.529493
1.763767 8.401075 10.782361
-0.268048 6.776932 3.764883
6.956599 10.649173 -4.737802
2.148007 3.891860 -1.649375
-3.234912 5.832267 2.131511
4.477052 6.783513 8.752851
-9.562851 8.162910 8.165719
1.811398 15.382136 14.975329
-2.679072 4.660231 7.356455
-2.805860 0.000595 7.142873
2.863681 11.365516 1.707511
0.612563 3.310713 0.734231
1.539585 7.838555 1.028178
5.103385 11.203265 8.583952
2.422323 10.150553 5.655507
0.995043 7.388965 4.667562
-3.911417 13.851939 4.548350
-2.759703 6.718760 2.617459
1.835987 -5.665158 -5.652332
4.777568 0.501592 5.997375
-0.423837 0.792757 4.429959
-0.568995 -1.845587 7.154251
0.867815 -2.328986 4.382667
3.555964 -3.707822 4.285666
-1.269848 2.063231 11.276287
1.562878 3.719793 6.597628
1.674138 6.655741 -1.619596
-1.280479 3.399094 0.802548
0.285871 0.132539 9.319900
2.256047 1.599700 5.971227
6.137063 3.430319 7.489582
4.560018 -2.924149 7.661452
4.993905 8.836748 7.797429
6.285450 0.711354 14.124345
0.646138 -5.630924 5.157133
-5.042605 -0.589251 -1.765513
0.235344 -1.171280 1.644505
-0.787466 7.921321 -1.113976
-7.290144 7.904124 6.283613
9.875977 -0.504762 1.242473
4.727093 8.168424 17.361503
-0.328522 3.418743 13.340461
7.328996 11.253838 -3.143583
-0.852080 4.284740 0.709636
-0.047725 0.401328 0.154175
5.786760 3.603018 0.415921
6.775937 10.323523 8.150460
-3.087423 3.210600 2.258423
-1.705613 4.974012 7.246371
-0.481558 0.777050 9.948496
0.982618 7.382385 -1.360049
-5.105089 2.521624 8.694815
1.198776 4.111802 5.051963
0.718754 0.727540 10.382664
6.823812 0.788306 8.542177
0.430853 8.307477 7.173110
-3.242797 9.796846 3.938474
2.801822 1.968039 8.883113
3.610221 10.073807 -1.959278
3.393193 7.106219 1.841195
3.571183 11.675101 2.565228
-0.441774 2.720232 3.307826
-0.488010 9.182073 10.273890
0.624604 5.963543 11.366812
4.640357 8.628997 11.897472
9.617958 10.726553 9.265598
6.058473 7.392358 -2.087923
5.834463 -1.598623 -0.197985
3.333272 10.311756 6.405482
1.906028 12.795677 1.316349
0.192109 4.715409 2.919681
6.283437 14.554073 9.568555
1.485987 9.878462 10.548076
-0.998963 8.118547 5.005251
4.831104 4.590180 0.818543
-0.376724 5.913967 -0.736630
-1.396868 15.487900 4.228556
-2.596174 14.457100 3.111532
0.015566 6.694990 4.766293
-1.026902 9.975896 3.746145
0.276398 13.123597 15.677605
1.822502 9.039976 12.805481
2.664669 -2.256613 1.691508
-3.721190 -8.683987 5.820252
2.334575 -3.722464 4.203552
3.836806 -0.529849 3.909263
4.318135 -0.600365 -0.145520
0.015255 -0.549271 7.488026
8.716872 -1.842701 12.472594
4.771282 1.835131 8.156483
2.874759 -2.593784 2.625053
4.101803 7.973634 -1.044067
9.066768 5.215105 2.436868
2.809018 0.382717 5.805386
5.679771 0.295187 9.571886
4.659751 3.062554 4.815160
1.087284 2.028536 2.463071
2.522345 2.577669 6.268566
-0.825089 5.239675 0.159882
5.386549 -5.801747 3.807660
2.786638 3.281565 1.519979
2.450645 1.060510 3.671129
4.390790 2.967549 1.709431
8.327794 2.409231 6.793478
5.879545 2.173916 11.029346
8.390747 0.667719 13.543677
-0.118498 5.741160 3.472811
7.837674 5.214637 6.198952
5.277333 3.336478 3.120076
3.727512 8.958509 0.750912
-6.069971 0.401626 2.498530
-8.435779 2.892880 3.307331
3.189695 10.668234 9.741448
3.802557 5.912110 8.857099
3.468312 -2.150843 -0.375774
7.921221 8.524818 -2.353101
7.429889 3.613363 0.804656
3.442504 6.762268 7.893654
-1.473022 6.299665 4.805429
-2.502078 13.038729 3.667325
0.650447 11.815780 11.655434
2.463359 7.511102 12.110076
0.064351 12.813822 -4.559747
7.018260 7.290148 0.745205
5.830891 10.908653 2.372359
2.600836 11.797057 8.448861
3.261947 7.807849 8.426049
-4.224905 2.042517 4.825326
8.097114 14.008482 5.251998
5.972838 2.775567 4.055628
0.724915 3.730675 -2.009788
4.117730 5.939025 2.482288
