# Results for the photon gas
# <beta> <occupancy> <rel. error>
0.25 3.744191 0.063445
0.50 1.551022 0.006181
0.75 0.906663 0.012742
1.00 0.584371 0.004114
1.25 0.402775 0.003049
1.50 0.290888 0.012780
2.00 0.157787 0.008107
3.00 0.053157 0.014536
4.00 0.018742 0.004514
