8.549880
500
0.251998
0.339456 -0.082361 0.393176
-1.588143 -1.368460 0.995814
0.971796 0.349653 1.255309
-2.128265 -0.147280 4.137315
-0.470555 2.186718 3.843167
-0.038274 -0.579464 5.871273
1.255217 1.817674 5.427867
0.687572 1.226547 7.119660
-0.569757 1.509276 0.007768
-0.100444 0.933892 0.816219
0.539545 -0.082313 2.122704
2.426871 2.142970 3.103797
-1.683622 1.100107 4.666090
0.636238 0.774284 6.005120
1.468606 1.163665 6.322203
-0.525849 1.961984 6.977911
-1.152831 2.984668 0.063619
1.380466 2.512515 2.146640
1.332433 1.864583 2.949161
0.664318 2.493844 4.929422
1.019542 1.959870 6.581612
1.050187 0.607487 5.068205
0.365889 1.511779 4.939216
-3.095465 1.735684 7.149616
-1.398241 4.250992 1.146194
-0.411027 0.928064 2.017133
2.120396 3.388078 4.087660
0.010572 3.281715 4.170967
-0.833649 4.058440 4.910505
-0.253491 3.263226 5.765606
-1.742769 1.989052 6.920234
-1.521112 1.972345 5.878062
-1.766683 3.778469 -1.441659
-0.149531 3.451287 0.552155
1.415670 5.323360 0.826226
-0.915885 4.613628 1.970248
-2.729025 4.845189 5.626036
0.505832 4.954144 5.454200
-0.236982 4.953056 7.157967
1.719001 3.173837 8.643423
-0.375985 5.406486 1.433415
0.861376 6.196373 1.575117
1.573564 3.884041 2.633424
-2.199939 3.836502 3.386911
3.070404 3.424056 5.960918
-0.683599 5.060933 6.218888
-0.363273 5.987473 6.478239
1.549034 4.499064 7.664780
0.820016 5.158566 -0.448628
-0.529001 5.969515 2.266481
0.218741 6.676038 0.854191
-0.220314 6.406438 4.987905
-1.529401 4.863654 5.627728
-2.038810 5.710998 7.478407
-0.818332 7.086093 7.400509
-0.117632 7.109454 6.402073
-0.170866 6.802920 -0.119018
-0.050630 6.920245 2.264163
-0.176469 7.579178 3.574571
0.476518 9.432883 4.067014
-1.357961 5.978955 5.692542
-0.628809 8.119606 4.734406
-1.171477 6.949934 8.663622
1.288605 7.648366 7.303572
1.262338 0.633936 0.140572
0.415306 -0.866189 1.478320
1.302190 -1.782511 3.392970
1.473437 -1.920909 4.513440
0.986589 0.050094 3.674945
-0.038086 -0.038125 3.971699
2.400174 -2.103940 8.213954
2.117784 2.625479 6.812763
0.912155 3.087813 0.970555
2.129858 0.953227 2.420610
1.828234 0.938820 1.214592
0.555505 0.828239 3.038992
1.437361 -0.248570 4.687142
0.799392 -1.022583 4.187544
0.578016 -1.932122 5.705448
0.811729 2.587436 8.511587
0.324846 0.925607 -0.263333
-1.942932 4.119507 -0.199733
2.239020 0.119649 -0.466647
2.476259 1.579394 1.534686
1.493345 -1.237436 5.506208
0.422475 -0.185201 4.845776
